id_persona,area,sexo,jefe_hogar,estado_civil,etnia,educacion,exp_potencial,salario,contrato,cotiza_pension
719339811,05,2,1,6,6,5,9,1100000,1,1
719339812,05,2,6,6,6,5,3,1100000,1,1
719339911,05,2,1,4,6,4,44,6e+05,2,2
719339912,05,2,3,6,6,10,14,1700000,1,1
719339913,05,1,3,2,6,10,12,1800000,1,1
719340211,05,2,1,4,6,9,29,7e+05,2,2
719340311,05,2,1,4,6,8,33,7e+05,1,2
719340411,05,2,1,1,6,5,7,1e+06,1,1
719340511,05,1,1,6,6,5,36,1e+06,2,1
719340611,05,1,1,2,6,5,17,1600000,1,1
719340612,05,2,2,2,6,5,7,650000,2,2
719340711,05,2,1,6,6,5,6,1e+06,1,1
719340812,05,1,2,1,6,4,18,1200000,2,2
719340813,05,1,3,6,6,4,7,1150000,1,2
719341011,05,2,1,6,6,10,15,6500000,1,1
719341111,05,1,1,2,6,10,21,3e+06,1,2
719341112,05,2,2,2,6,10,2,2e+05,2,2
719341211,05,2,1,6,6,4,28,750000,2,2
719341311,05,2,1,2,6,10,2,3700000,1,1
719341312,05,1,2,2,6,4,16,1800000,2,1
719341511,05,1,1,2,6,13,37,6.6e+07,2,2
719341911,05,2,1,6,6,11,25,1.2e+07,1,1
719342111,05,2,1,2,6,10,20,8e+06,1,1
719342112,05,1,2,2,6,5,46,8e+06,1,1
719342311,05,2,1,2,6,5,7,1117172,1,1
719342312,05,1,2,2,6,5,10,1400000,1,1
719342711,05,1,1,4,6,10,21,1680000,1,1
719611411,05,1,1,3,6,12,18,9e+06,1,1
719611412,05,2,2,3,6,10,36,1.8e+07,1,1
719611414,05,2,10,6,6,1,44,1800000,1,1
719612211,05,2,1,6,6,4,24,1e+06,1,1
719612212,05,2,3,6,6,6,3,1240000,1,2
719612311,05,1,1,3,6,5,19,1500000,2,2
719612312,05,2,2,3,6,5,20,1500000,2,2
719612313,05,2,3,6,6,5,1,1e+06,1,1
719612412,05,1,3,6,6,5,6,1e+06,1,1
719612413,05,2,3,6,6,5,4,1e+06,1,1
719612511,05,2,1,6,6,3,52,40000,2,2
719612611,05,1,1,3,6,5,38,250000,2,1
719613011,05,2,1,4,6,5,47,80000,2,2
719613012,05,1,3,6,6,9,17,1500000,2,2
719613112,05,2,2,3,6,5,29,5e+05,2,2
719613113,05,1,3,6,6,8,7,1300000,1,1
719613211,05,1,1,2,6,8,37,1e+06,1,2
719613411,05,1,1,3,6,10,12,1.4e+07,1,1
719613511,05,2,1,2,6,10,6,5e+06,1,1
719613512,05,1,2,2,6,10,8,4e+06,1,1
719613611,05,2,1,3,6,4,42,5e+05,2,2
719613612,05,1,2,3,6,3,50,1600000,2,2
719613613,05,1,3,6,6,4,20,1e+06,2,2
719613614,05,1,3,6,6,8,3,1250000,1,1
719613711,05,1,1,3,6,9,12,3700000,2,2
719613712,05,2,2,3,6,9,11,1300000,1,1
719613912,05,1,3,3,6,5,29,1100000,1,1
719614011,05,1,1,2,6,5,22,1377000,1,1
719614017,05,1,9,2,6,4,4,1350000,1,1
719614018,05,2,9,2,6,5,6,1e+06,1,1
719614111,05,2,1,4,6,5,31,8e+05,1,2
719614211,05,1,1,2,5,10,10,1e+06,1,1
719614212,05,2,2,2,6,9,6,1050000,1,1
719614311,05,1,1,4,6,10,9,4e+06,1,1
719614411,05,1,1,2,6,5,28,2e+06,2,2
719614412,05,2,2,2,6,5,15,1e+06,1,2
719614511,05,2,1,6,6,12,6,3600000,1,1
719614611,05,1,1,6,6,10,2,3e+06,2,2
719614711,05,2,1,6,6,12,31,9750000,1,1
719614811,05,1,1,3,6,10,13,2220000,1,1
719722311,05,1,1,6,6,5,22,1e+06,1,1
719722413,05,1,9,4,6,4,31,1500000,1,1
719722611,05,1,1,2,6,8,21,1e+06,1,1
719722612,05,2,2,2,6,8,17,1e+06,1,1
719722711,05,2,1,5,6,5,53,1e+05,1,2
719722712,05,1,3,4,6,5,35,560000,2,1
719722714,05,1,3,6,6,4,21,1e+06,1,2
719722715,05,1,3,6,6,5,15,1400000,1,1
719722811,05,1,1,4,6,3,41,640000,2,2
719722911,05,2,1,4,6,4,39,250000,1,2
719723011,05,1,1,6,6,10,13,1e+06,1,1
719723211,05,2,1,2,6,3,30,1e+06,1,1
719723212,05,1,2,2,6,3,38,1e+06,1,1
719723311,05,2,1,6,6,5,8,1020000,1,1
719723411,05,1,1,3,6,12,31,4300000,1,1
719723412,05,2,2,3,6,8,33,0,2,2
719723511,05,2,1,4,6,3,32,520000,2,2
719723512,05,2,9,6,6,4,8,720000,1,2
719723611,05,1,1,1,6,5,8,1100000,1,1
719723612,05,2,2,1,6,3,6,1400000,1,2
719723815,05,2,7,2,6,5,9,380000,2,2
719723911,05,2,1,4,6,5,16,1200000,1,1
719723914,05,2,10,6,6,3,38,220000,1,2
719724012,05,1,3,6,6,4,16,50000,2,2
719724111,05,1,1,3,6,5,24,1300000,1,1
719724211,05,2,1,6,6,3,62,160000,1,3
719724411,05,1,1,2,6,5,40,0,2,2
719724511,05,2,1,3,6,9,27,1700000,1,1
719724512,05,1,3,6,6,10,3,1500000,2,1
719724611,05,1,1,3,6,5,31,1500000,1,2
719724612,05,2,2,3,6,5,16,1600000,1,1
719724711,05,1,1,2,6,5,30,1e+06,2,2
719724712,05,2,2,2,6,5,24,5e+05,2,2
719725011,05,2,1,4,6,9,27,1e+06,1,1
719725012,05,1,3,6,6,10,2,720000,1,2
719725111,05,1,1,2,6,10,2,2e+06,1,1
719725112,05,2,2,2,6,10,-1,1e+06,1,1
719725212,05,2,3,6,6,9,13,1478000,1,1
719725311,05,1,1,1,6,10,7,1300000,1,2
719725312,05,2,2,1,6,10,5,530000,1,2
719725412,05,2,3,6,6,8,22,3100000,1,1
719725511,05,1,1,3,5,4,28,1e+06,1,1
719725512,05,2,2,3,5,5,27,80000,2,2
719725513,05,1,3,6,5,5,1,150000,1,2
719725612,05,1,3,6,6,3,39,4e+05,2,2
719725614,05,2,3,5,6,10,27,1e+06,1,1
719725713,05,2,3,6,6,8,17,1350000,1,1
719725715,05,1,3,6,6,9,8,2e+06,1,1
719725911,05,2,1,5,6,5,34,1e+06,1,1
719725912,05,2,3,6,6,8,5,1200000,1,1
719726012,05,1,3,6,6,5,16,1e+06,1,1
719726212,05,1,3,6,6,4,31,1e+05,2,2
719726213,05,2,3,6,6,4,30,2e+05,2,2
719726311,05,1,1,3,6,5,38,1e+06,1,1
719726411,05,2,1,3,6,5,36,0,2,3
719726412,05,2,3,6,6,5,15,1600000,1,1
719726512,05,2,2,3,6,8,40,1e+06,1,1
719726711,05,1,1,6,6,9,14,1400000,1,1
719726812,05,1,3,6,6,5,21,3600000,1,1
719726911,05,2,1,6,6,9,5,1e+06,1,1
719727012,05,1,3,6,6,10,9,2350000,1,1
719727111,05,1,1,4,6,3,53,150000,2,3
719727211,05,2,1,2,6,5,22,1400000,1,1
719727212,05,1,2,2,6,5,27,6e+05,2,2
719727213,05,2,3,6,6,8,-2,3e+05,2,2
719727311,05,2,1,2,6,9,37,1700000,2,2
719727411,05,2,1,6,6,5,18,5e+05,1,2
719727511,05,2,1,6,6,10,7,1500000,1,1
719727613,05,2,3,2,6,9,21,1200000,1,1
719727614,05,1,7,2,6,9,21,1200000,1,1
719727711,05,1,1,2,6,5,23,2100000,1,1
719727713,05,1,3,6,6,8,1,1e+06,1,1
719727714,05,2,3,6,6,9,-1,250000,1,2
719727811,05,2,1,3,6,13,20,1e+06,1,1
719727812,05,1,2,3,6,5,36,1e+06,1,1
719727911,05,2,1,6,6,10,13,2500000,1,1
719727912,05,1,6,6,6,10,9,4e+06,2,1
719728011,05,1,1,3,6,3,29,950000,2,2
719728111,05,1,1,3,6,3,43,1240000,1,1
719728211,05,2,1,6,6,8,24,6e+05,2,2
719728412,05,1,2,3,6,10,32,4800000,1,1
719728513,05,1,3,6,6,5,2,1507172,1,1
719728611,05,1,1,2,6,5,32,3e+06,1,2
719728613,05,2,3,6,6,5,2,2e+06,1,2
719728711,05,1,1,6,6,5,23,2e+06,2,1
719728812,05,2,2,3,6,5,42,66000,1,2
719728813,05,2,3,6,6,8,7,320000,1,2
719729011,05,1,1,2,6,9,4,1300000,1,1
719729111,05,1,1,1,6,5,21,1e+06,1,1
719729112,05,2,2,1,6,5,20,1e+06,1,1
719729211,05,2,1,6,6,3,59,60000,2,2
719729212,05,2,3,6,6,9,23,1e+06,1,1
719729311,05,2,1,5,6,8,34,1420000,1,1
719729312,05,2,3,6,6,10,4,3e+06,1,1
719729411,05,1,1,2,6,4,43,1200000,2,2
719729412,05,2,2,2,6,3,39,1080000,1,1
719729511,05,2,1,3,6,13,19,4e+06,1,1
719729512,05,1,2,3,6,12,19,4800000,1,1
719729611,05,2,1,6,6,5,20,1200000,1,1
719729612,05,1,3,6,6,3,5,40000,2,2
719729616,05,1,9,6,6,5,12,1e+06,1,1
719729711,05,2,1,3,5,10,25,1200000,1,1
719729811,05,2,1,4,5,10,10,2800000,1,1
719729911,05,2,1,4,6,8,20,1600000,1,1
719730211,05,2,1,4,6,5,21,8e+05,1,2
719730311,05,1,1,2,6,5,24,1400000,1,1
719730312,05,2,2,2,6,10,11,2200000,1,1
719730413,05,2,3,6,6,3,26,2e+05,2,2
719730611,05,1,1,3,6,3,52,1e+06,1,1
719730711,05,1,1,1,6,3,28,1200000,1,1
719730712,05,2,2,1,6,5,24,160000,2,2
719730811,05,1,1,2,6,4,38,2400000,2,2
719730813,05,1,3,6,6,4,3,1400000,1,2
719730911,05,1,1,2,6,4,37,1e+06,1,1
719731011,05,2,1,4,6,5,27,1250000,1,1
719731012,05,1,3,1,6,4,7,1014000,1,2
719731013,05,2,7,1,6,4,4,1e+06,1,1
719731111,05,2,1,6,6,5,6,1e+06,1,1
719731211,05,2,1,2,6,9,5,2300000,1,1
719731212,05,1,2,2,6,10,7,2800000,2,2
719731313,05,1,8,4,6,4,35,1117172,1,1
719731411,05,2,1,6,6,4,23,1425000,1,1
719731511,05,1,1,2,6,8,1,1e+06,1,1
719731611,05,2,1,2,6,8,5,1e+06,1,1
719731711,05,1,1,6,6,12,14,6100000,1,1
719731712,05,1,6,6,6,9,26,5e+06,1,1
719731811,05,1,1,3,6,10,41,4e+06,1,1
719731813,05,1,3,6,6,5,7,6e+06,1,1
719731911,05,2,1,3,6,10,29,5e+06,1,1
719731912,05,1,2,3,6,9,35,1800000,2,2
719732011,05,1,1,3,6,3,38,1e+06,2,2
719732012,05,2,2,3,6,9,30,2e+06,1,1
719732112,05,1,2,3,6,9,36,4e+06,1,1
719732211,05,1,1,3,6,8,28,1e+06,1,1
719732212,05,2,2,3,6,8,27,1e+06,1,1
719732213,05,1,3,6,6,9,7,1e+06,1,1
719732214,05,2,3,6,6,8,2,1e+06,1,1
719732511,05,2,1,6,6,9,12,1500000,1,1
719732615,05,1,13,6,6,5,23,3e+05,2,2
719732711,05,1,1,6,6,5,17,1360000,1,1
719732811,05,1,1,6,6,9,17,578000,2,1
719732911,05,2,1,6,6,10,-2,1e+06,1,1
719733111,05,1,1,3,6,11,27,1.1e+07,1,1
719733311,05,2,1,5,6,3,49,1300000,2,2
719733312,05,1,3,6,6,10,3,2600000,1,1
719733411,05,2,1,5,6,10,42,4e+06,2,1
719733511,05,2,1,2,6,10,21,6e+06,2,1
719733512,05,1,2,2,6,9,9,2300000,1,1
719733711,05,2,1,2,6,10,14,3500000,1,1
719733712,05,1,2,2,6,11,41,1.8e+07,2,2
719733811,05,1,1,6,6,5,3,1100000,1,2
719733812,05,1,6,6,6,5,3,1100000,1,2
719733911,05,1,1,2,6,11,22,1e+06,1,1
719733912,05,2,2,2,6,11,20,1e+06,1,1
719935011,05,1,1,3,6,9,21,1400000,1,1
719935012,05,2,2,3,6,9,4,2300000,2,2
719935111,05,1,1,2,6,11,22,2e+06,2,1
719935112,05,2,2,2,6,11,12,2200000,1,1
719935211,05,1,1,6,6,5,2,8e+05,1,2
719935511,05,1,1,3,6,5,31,1400000,1,1
719935512,05,2,2,3,6,5,31,1100000,1,1
719935513,05,2,3,6,6,8,3,1300000,1,1
719937311,05,2,1,2,6,3,47,120000,1,2
719937312,05,1,2,2,6,3,56,6e+05,2,2
719937313,05,1,3,6,6,10,8,850000,2,2
7199375111,05,2,3,4,6,4,34,50000,2,2
7199375112,05,2,8,4,6,5,15,120000,2,2
719937513,05,1,3,4,6,4,41,150000,2,2
719937515,05,1,8,6,6,5,4,1e+05,1,2
719937516,05,2,3,2,6,4,39,88000,2,2
719937517,05,1,7,2,6,3,32,1e+06,1,2
719937518,05,1,8,6,6,4,21,8e+05,1,2
719937519,05,1,8,6,6,5,13,1e+06,1,2
719937611,05,1,1,2,5,5,9,1080000,1,1
719937612,05,2,2,2,5,5,8,1600000,1,1
719937614,05,1,6,6,5,5,3,1e+06,1,1
719937711,05,1,1,6,6,5,8,1200000,1,1
719937814,05,2,3,6,5,5,36,1200000,1,1
719937815,05,2,3,6,5,9,31,1600000,1,1
719937816,05,2,3,6,5,12,27,1200000,1,1
719937818,05,2,3,4,5,5,40,40000,1,2
719937819,05,2,8,6,5,9,4,1e+06,1,1
719937911,05,1,1,2,6,5,15,1200000,2,2
719938312,05,1,2,2,6,5,27,1725000,1,1
719938313,05,2,3,3,6,8,9,1900000,1,1
719938314,05,1,7,3,6,10,10,3500000,1,1
719938511,05,1,1,3,6,5,43,8e+05,2,2
719938512,05,2,2,3,6,5,42,4e+05,2,2
719938513,05,1,3,6,6,5,12,1500000,2,2
719938514,05,1,3,6,6,9,2,1300000,1,1
719938611,05,1,1,3,6,3,60,160000,2,3
719938614,05,2,3,4,6,5,24,1200000,1,1
719938712,05,2,3,6,6,5,25,7e+05,1,2
719938716,05,1,3,2,6,1,20,,2,2
719938811,05,2,1,1,6,4,25,1190000,1,1
719939011,05,1,1,6,6,9,12,2e+06,1,1
719939211,05,1,1,3,6,8,20,1500000,1,1
719939311,05,1,1,3,6,5,43,2e+05,2,3
719939411,05,1,1,3,6,3,39,1e+06,1,1
719939413,05,1,3,6,6,11,11,2800000,1,1
719939511,05,1,1,4,6,3,52,2e+05,2,2
719939711,05,1,1,3,6,4,44,7e+05,2,2
719939811,05,2,1,2,6,5,30,4e+05,1,2
719939812,05,1,2,2,5,1,27,6e+05,2,2
719939813,05,2,3,6,6,5,2,8e+05,1,2
719939814,05,2,3,6,6,4,0,150000,1,2
719939911,05,2,1,3,6,9,24,165000,2,2
719939912,05,1,2,3,6,4,32,1e+06,1,2
719939913,05,2,3,6,6,8,7,1100000,1,1
719940011,05,2,1,5,6,4,24,380000,1,2
719940012,05,2,3,6,6,8,1,920000,1,2
719940111,05,1,1,2,6,5,15,1e+06,2,1
719940112,05,2,2,2,6,5,9,1200000,1,1
719940211,05,1,1,4,6,5,9,1600000,1,1
719940311,05,2,1,6,6,5,35,1500000,2,1
719940312,05,2,3,6,6,9,5,1e+05,2,1
719940411,05,1,1,3,6,3,41,5e+05,2,2
719940412,05,2,2,3,6,5,34,5e+05,2,2
719940413,05,1,3,6,6,10,4,1500000,1,1
719940414,05,1,3,6,6,10,-1,1800000,1,1
719940811,05,1,1,2,6,4,30,,2,1
719940911,05,1,1,6,6,5,9,1e+06,2,2
719940921,05,1,1,6,6,8,4,1e+06,1,1
719941011,05,2,1,2,6,5,17,1e+06,2,2
719941012,05,1,2,2,6,3,25,1200000,1,2
719941211,05,1,1,2,6,5,16,1600000,1,2
719941212,05,2,2,2,6,8,11,1160000,1,1
719941411,05,2,1,4,6,5,44,280000,1,2
719941412,05,1,3,4,6,5,12,2e+06,2,2
719941511,05,2,1,2,6,4,44,388000,1,3
719941611,05,2,1,3,6,8,16,1500000,1,2
719941612,05,1,2,3,6,4,22,1800000,2,2
719941711,05,1,1,6,6,10,13,1400000,2,2
719941811,05,1,1,3,6,6,29,3920000,2,2
719941911,05,2,1,5,6,3,66,2e+05,2,2
719941912,05,1,3,4,6,5,44,2e+05,2,2
719942011,05,2,1,3,6,3,29,3e+05,1,2
719942111,05,1,1,6,6,8,7,1200000,1,1
719942211,05,1,1,2,6,4,18,1e+06,1,1
719942212,05,2,2,2,6,9,7,1400000,1,1
719942311,05,2,1,1,6,10,6,1900000,1,1
719942312,05,1,2,1,6,8,12,6e+05,2,2
719942411,05,1,1,1,6,3,35,1800000,1,1
719942412,05,2,2,1,6,5,35,540000,2,2
719942511,05,1,1,2,6,4,30,1e+06,1,1
719942512,05,2,2,2,6,5,21,20000,2,2
719942613,05,1,3,6,6,5,28,1600000,1,1
719942614,05,1,8,6,6,8,4,1932000,1,1
719942711,05,1,1,6,6,10,5,1100000,1,1
719942712,05,1,6,6,6,5,4,1200000,1,2
719942811,05,2,1,6,6,5,15,8e+05,1,2
719943011,05,1,1,3,6,10,31,3e+06,2,2
719943012,05,2,2,3,6,8,25,2e+06,2,1
719943015,05,1,3,4,6,10,1,3e+05,2,2
719943111,05,1,1,3,6,11,17,6800000,1,1
719943112,05,2,2,3,6,12,23,7e+06,1,1
719943211,05,2,1,4,6,5,37,1e+06,1,1
719943214,05,1,3,6,6,5,12,1300000,1,1
719943215,05,1,3,6,6,5,7,1300000,1,1
719943311,05,2,1,4,6,10,43,2e+05,2,2
719943312,05,2,3,3,6,12,16,2300000,1,1
719943611,05,2,1,6,6,8,24,1200000,1,1
719943711,05,2,1,6,6,10,4,1500000,1,1
719943811,05,2,1,6,6,5,10,1650000,1,2
719943911,05,2,1,6,6,8,8,1e+06,1,1
719944011,05,1,1,2,6,5,9,2700000,2,2
719944012,05,2,2,2,6,5,7,7e+05,2,2
719944111,05,1,1,5,6,4,43,1500000,2,2
719944112,05,1,3,6,6,5,13,1200000,1,1
719944211,05,1,1,2,6,3,6,1e+06,1,1
719944212,05,2,2,2,6,5,1,7e+05,1,2
719944311,05,1,1,2,6,4,28,1e+06,1,1
719944312,05,2,2,2,6,3,31,1e+06,1,2
719944411,05,2,1,6,5,10,0,1200000,1,1
719944611,05,1,1,2,6,5,11,1e+06,1,1
719944612,05,2,2,2,6,5,8,1e+05,2,2
719944711,05,1,1,2,6,5,23,0,2,2
719944712,05,2,2,2,6,5,18,0,2,2
719944812,05,2,3,6,6,8,3,1e+06,1,1
719944813,05,2,3,6,6,5,1,2e+05,2,2
719944814,05,2,3,2,6,8,7,1800000,1,1
719944815,05,1,7,2,6,9,12,7e+05,2,2
719944911,05,1,1,3,6,10,37,5800000,1,1
719944913,05,1,3,6,6,11,6,4200000,1,1
719945011,05,1,1,6,6,5,38,2080000,1,1
719945111,05,1,1,3,6,13,14,1.2e+07,2,1
719945112,05,2,2,3,6,12,16,1.4e+07,1,1
720252211,05,2,1,2,6,8,25,1e+05,2,2
720252212,05,1,2,2,6,3,24,1e+06,1,1
720252411,05,1,1,2,6,4,10,1200000,1,2
720252511,05,2,1,1,6,5,4,450000,2,2
720252512,05,1,2,1,6,5,3,1e+06,2,2
720252612,05,2,3,6,6,10,4,1e+06,1,1
720252711,05,1,1,3,6,8,16,1500000,2,1
720252911,05,1,1,3,6,8,22,1050000,1,1
720252912,05,2,2,3,6,10,23,1900000,1,1
720253011,05,2,1,6,6,5,23,1e+06,1,1
720253111,05,1,1,3,6,11,10,,1,1
720253112,05,2,2,3,6,11,9,,1,1
720253311,05,2,1,6,6,5,43,30000,2,3
720253411,05,1,1,4,6,3,38,8e+05,2,2
720253511,05,1,1,3,6,5,25,440000,2,2
720253512,05,2,2,3,6,3,22,,2,2
720253513,05,1,3,6,6,3,6,6e+05,2,2
720253514,05,1,3,6,6,3,3,9e+05,1,2
720253611,05,2,1,6,6,4,15,2e+05,2,2
720253711,05,1,1,2,6,5,13,1e+06,1,1
720253811,05,1,1,2,6,9,15,1500000,1,1
720253911,05,1,1,3,6,10,23,1320000,1,1
720253912,05,2,2,3,6,9,22,50000,2,2
720254111,05,1,1,1,6,5,15,5e+05,1,2
720254113,05,1,3,6,6,4,1,1e+06,1,2
720254114,05,2,9,6,6,3,20,135000,2,2
720254211,05,1,1,2,6,3,62,,2,3
720254212,05,2,2,2,6,3,42,8e+05,2,2
720254511,05,1,1,4,6,11,31,5500000,1,1
720254711,05,2,1,4,6,3,55,150000,2,2
720254712,05,1,3,6,6,10,3,2700000,1,1
720254813,05,2,3,6,6,8,3,1800000,1,1
720254911,05,2,1,1,6,8,12,6e+05,2,1
720254912,05,1,2,1,6,9,15,2900000,1,1
720255011,05,1,1,2,6,8,3,1e+06,1,1
720255012,05,2,2,2,6,5,6,1e+06,1,1
720255111,05,1,1,4,6,4,53,330000,2,2
720255211,05,1,1,4,6,3,35,1e+06,2,2
720392711,05,2,1,2,6,10,6,1800000,1,1
720392712,05,1,2,2,6,5,16,1500000,1,1
720392812,05,2,2,3,6,5,38,2200000,1,1
720392813,05,2,3,6,6,10,9,2600000,1,1
720392912,05,2,13,4,6,5,44,1300000,1,2
720393011,05,1,1,4,5,5,23,4e+06,2,2
720393111,05,1,1,6,6,4,39,1500000,2,2
720393211,05,1,1,6,6,10,13,3400000,1,1
720393311,05,1,1,6,6,5,22,8e+05,1,2
720393312,05,1,6,4,5,5,38,1200000,1,2
720393511,05,1,1,6,6,4,13,4e+06,2,2
720393613,05,2,3,6,6,8,0,1100000,1,1
720393812,05,1,2,1,6,3,37,1e+06,1,1
720393813,05,1,3,6,6,5,8,1e+06,1,1
720393921,05,1,1,6,6,5,25,2e+06,2,2
720394011,05,1,1,2,6,5,31,1200000,1,1
720394013,05,1,3,6,6,5,2,1100000,1,1
720394111,05,2,1,6,6,10,4,2200000,1,1
720394112,05,2,4,6,6,4,28,80000,2,2
720394211,05,1,1,3,6,3,27,1.1e+07,2,1
720394212,05,2,2,3,6,5,23,388000,2,2
720394311,05,1,1,2,6,5,8,1117172,1,1
720394511,05,2,1,2,6,9,13,450000,2,2
720394612,05,1,2,2,6,5,16,1100000,1,1
720394712,05,2,2,3,6,8,33,6e+06,1,1
720394811,05,2,1,3,6,5,13,4e+05,2,2
720394812,05,1,2,3,6,5,13,1e+06,1,1
720394911,05,2,1,6,6,10,24,3300000,1,1
720394912,05,2,3,6,6,10,4,8e+05,1,1
720395011,05,1,1,6,6,11,8,5400000,1,1
720395013,05,1,11,6,6,10,14,7e+06,1,1
720395014,05,1,11,6,6,10,7,2500000,1,1
720395111,05,1,1,3,6,5,27,1600000,1,1
720395112,05,2,2,3,6,5,25,266000,1,2
720395113,05,1,3,6,6,5,6,1030000,1,1
720395114,05,1,3,6,6,5,2,1030000,1,1
720395211,05,1,1,3,6,11,27,6e+06,1,1
720395311,05,2,1,6,1,8,11,1100000,1,2
720395313,05,1,6,6,1,5,2,1200000,1,2
720395411,05,2,1,2,6,3,37,1200000,1,1
720395511,05,1,1,2,6,4,34,1100000,1,1
720395512,05,2,2,2,6,5,9,1e+06,1,1
720395612,05,2,3,6,6,11,43,5e+06,2,1
720395711,05,1,1,2,6,5,18,1500000,2,2
720395712,05,2,2,2,6,10,24,2e+06,1,1
720395811,05,2,1,3,6,10,13,1700000,1,1
720395812,05,1,2,3,6,10,20,2200000,2,2
720395912,05,1,3,6,6,9,29,3e+06,1,1
720396012,05,2,2,3,6,10,12,5e+06,1,1
720396112,05,2,3,6,6,6,28,350000,2,2
720396121,05,1,1,2,6,5,30,1500000,1,1
720396125,05,2,5,5,6,3,59,350000,1,2
720396126,05,2,13,4,6,4,20,1800000,1,1
720396211,05,2,1,2,6,8,31,1100000,2,2
720396212,05,1,2,2,6,4,28,5e+05,2,2
720396214,05,1,3,6,6,4,7,2e+05,2,2
720396411,05,2,1,6,6,5,3,1900000,1,2
720396511,05,1,1,2,5,10,13,1320000,1,1
720396512,05,2,2,2,6,10,16,1559441,1,1
720396516,05,1,9,2,6,10,18,1e+06,2,2
720396713,05,2,3,6,5,10,10,1800000,1,1
720396813,05,2,3,6,6,10,6,1600000,1,1
720397012,05,2,3,6,6,10,0,2e+06,2,2
720397111,05,2,1,4,6,3,43,2e+05,1,2
720397112,05,1,3,6,6,5,16,1e+06,1,2
720397113,05,2,3,4,6,4,13,1e+06,1,2
720397211,05,1,1,2,6,9,17,2700000,1,1
720397411,05,2,1,4,6,8,25,8e+05,1,1
720397512,05,1,3,6,6,10,8,3e+06,1,1
720397611,05,2,1,3,6,11,12,6e+06,1,1
720397612,05,1,2,3,6,5,20,1e+06,2,2
720397711,05,1,1,3,6,11,12,5e+06,1,1
720397712,05,2,2,3,6,11,8,2321000,1,1
720397812,05,1,3,6,6,5,21,1e+06,1,1
720397911,05,2,1,2,6,9,21,3e+06,1,1
720398011,05,2,1,4,5,4,33,8e+05,1,2
720398017,05,1,6,6,5,4,25,1500000,1,2
720398111,05,1,1,3,6,11,37,6e+06,2,1
720398112,05,2,2,3,6,10,32,4500000,1,1
720398213,05,1,3,6,6,11,11,7765000,1,1
720398311,05,2,1,2,6,5,21,1e+06,1,1
720398312,05,1,2,2,6,5,22,1e+06,1,1
720398411,05,1,1,3,1,5,20,1900000,1,1
720398415,05,1,9,6,1,5,10,1117172,1,1
720398512,05,1,3,6,6,9,13,8e+06,2,1
720398611,05,2,1,5,6,4,54,3e+05,1,3
720398711,05,1,1,3,6,3,40,1200000,1,1
720398712,05,2,2,3,6,5,41,1700000,2,3
720398713,05,2,3,6,6,10,4,9e+05,1,1
720398911,05,1,1,2,6,5,34,3e+06,2,1
720398912,05,2,2,2,5,5,31,150000,2,2
720399011,05,1,1,3,6,4,48,1e+05,2,3
720399012,05,2,2,3,6,5,39,1e+05,2,2
720399113,05,1,3,6,6,5,2,1117172,1,1
720399211,05,2,1,3,6,5,26,1700000,1,2
720399213,05,2,3,6,6,10,-3,1e+05,2,2
720399311,05,1,1,3,6,5,30,2e+06,1,1
720399313,05,1,3,6,6,8,6,1117170,1,1
720399411,05,1,1,3,6,5,41,1300000,1,1
720399412,05,2,2,3,6,5,37,,2,2
720399413,05,1,3,6,6,5,14,2e+05,2,2
720399611,05,2,1,2,6,5,11,40000,1,2
720399711,05,2,1,2,6,5,14,1250000,1,1
720399712,05,1,2,2,6,5,18,250000,2,2
720399811,05,2,1,6,6,10,-1,1100000,1,1
720399812,05,1,4,4,6,5,39,3e+05,2,2
720399911,05,1,1,3,6,4,37,1117170,1,1
720399912,05,2,2,3,6,5,31,1117170,1,1
720399913,05,2,3,6,6,10,6,1900000,1,1
720400011,05,1,1,3,6,8,30,1117170,1,1
720400012,05,2,3,6,6,5,3,1e+06,1,2
720400111,05,1,1,6,6,5,13,1e+06,1,1
720400211,05,2,1,6,6,10,27,130000,1,2
720400212,05,1,6,6,6,8,36,1850000,1,1
720400213,05,1,6,6,6,4,42,120000,1,2
720400214,05,1,6,4,6,4,40,1e+06,1,1
720400215,05,1,6,4,6,3,27,1200000,1,1
720400216,05,2,6,6,6,5,27,1060000,1,2
720400411,05,1,1,2,6,10,11,,2,1
720400412,05,2,2,2,6,10,11,1e+06,1,2
720400511,05,1,1,3,6,5,26,3e+06,2,2
720400513,05,1,3,6,6,5,2,1400000,1,1
720400611,05,1,1,2,5,3,39,0,2,2
720400612,05,2,2,2,6,11,24,3e+06,2,2
720400811,05,2,1,6,6,10,9,3688000,1,1
720400911,05,1,1,2,6,5,7,4e+06,2,2
720400912,05,2,2,2,6,5,3,1800000,2,2
720401011,05,1,1,3,6,9,50,1020000,1,3
720401012,05,2,2,3,6,9,39,1020000,1,2
720401013,05,2,3,6,6,10,6,3e+06,2,1
720401014,05,1,3,6,6,9,6,4500000,2,1
720401111,05,1,1,6,6,5,23,4e+05,2,2
720401211,05,2,1,3,6,3,55,2e+05,2,2
720401311,05,1,1,3,6,3,53,3e+06,2,3
720401313,05,1,3,6,6,5,18,1400000,1,1
720401314,05,2,3,4,6,10,20,4350000,1,1
720401412,05,1,3,6,6,5,10,1e+06,1,1
720401511,05,1,1,3,6,9,32,0,2,1
